DoubletFinder_score	DoubletFinder_DropletType
0.431332655137335	doublet
0.41912512716175	doublet
0.14292980671414	singlet
0.352492370295015	singlet
0.301119023397762	singlet
0.311800610376399	singlet
0.319430315361139	singlet
0.304679552390641	singlet
0.411495422177009	doublet
0.316378433367243	singlet
0.343845371312309	singlet
0.355544252288912	singlet
0.277212614445575	singlet
0.379959308240081	singlet
0.12970498474059	singlet
0.320447609359105	singlet
0.30264496439471	singlet
0.2029501525941	singlet
0.255849440488301	singlet
0.429298067141404	doublet
0.320956256358087	singlet
0.222278738555443	singlet
0.287894201424212	singlet
0.135808748728383	singlet
0.141403865717192	singlet
0.283316378433367	singlet
0.349440488301119	singlet
0.144964394710071	singlet
0.317395727365209	singlet
0.317395727365209	singlet
0.334181078331638	singlet
0.381993896236012	singlet
0.138860630722279	singlet
0.309766022380468	singlet
0.305696846388606	singlet
0.341302136317396	singlet
0.160223804679552	singlet
0.328585961342828	singlet
0.124618514750763	singlet
0.279755849440488	singlet
0.326042726347915	singlet
0.293489318413021	singlet
0.353509664292981	singlet
0.331637843336724	singlet
0.300610376398779	singlet
0.312817904374364	singlet
0.137334689725331	singlet
0.366225839267548	singlet
0.110376398779247	singlet
0.381485249237029	singlet
0.326551373346897	singlet
0.289928789420142	singlet
0.118006103763988	singlet
0.285859613428281	singlet
0.305188199389624	singlet
0.295523906408952	singlet
0.302136317395727	singlet
0.107324516785351	singlet
0.225839267548321	singlet
0.267039674465921	singlet
0.44354018311292	doublet
0.30824008138352	singlet
0.317904374364191	singlet
0.349949135300102	singlet
0.323499491353001	singlet
0.358087487283825	singlet
0.325025432349949	singlet
0.41353001017294	doublet
0.139877924720244	singlet
0.308748728382503	singlet
0.349949135300102	singlet
0.145981688708037	singlet
0.1353001017294	singlet
0.12410986775178	singlet
0.337232960325534	singlet
0.264496439471007	singlet
0.307222787385554	singlet
0.420142421159715	doublet
0.433875890132248	doublet
0.293997965412004	singlet
0.37029501525941	singlet
0.221261444557477	singlet
0.335198372329603	singlet
0.300610376398779	singlet
0.390640895218718	singlet
0.416581892166836	doublet
0.311800610376399	singlet
0.317904374364191	singlet
0.465412004069176	doublet
0.425737538148525	doublet
0.315361139369278	singlet
0.288911495422177	singlet
0.117497456765005	singlet
0.377924720244151	singlet
0.292980671414039	singlet
0.307731434384537	singlet
0.340793489318413	singlet
0.166327568667345	singlet
0.31586978636826	singlet
0.328077314343845	singlet
0.309257375381485	singlet
0.320956256358087	singlet
0.320956256358087	singlet
0.339267548321465	singlet
0.281790437436419	singlet
0.335707019328586	singlet
0.111902339776195	singlet
0.122583926754832	singlet
0.44354018311292	doublet
0.340793489318413	singlet
0.18616480162767	singlet
0.301119023397762	singlet
0.30824008138352	singlet
0.365208545269583	singlet
0.299593082400814	singlet
0.322482197355036	singlet
0.231943031536114	singlet
0.312309257375382	singlet
0.364191251271617	singlet
0.306205493387589	singlet
0.349440488301119	singlet
0.305188199389624	singlet
0.328585961342828	singlet
0.334181078331638	singlet
0.396744659206511	singlet
0.320447609359105	singlet
0.451678535096643	doublet
0.161241098677518	singlet
0.314852492370295	singlet
0.317395727365209	singlet
0.286876907426246	singlet
0.298067141403866	singlet
0.434893184130214	doublet
0.309257375381485	singlet
0.377924720244151	singlet
0.430824008138352	doublet
0.163784333672431	singlet
0.298575788402848	singlet
0.318413021363174	singlet
0.183112919633774	singlet
0.296032553407935	singlet
0.39471007121058	singlet
0.2970498474059	singlet
0.39471007121058	singlet
0.315361139369278	singlet
0.337232960325534	singlet
0.357578840284842	singlet
0.411495422177009	doublet
0.32706002034588	singlet
0.31586978636826	singlet
0.366734486266531	singlet
0.148016276703967	singlet
0.311291963377416	singlet
0.164801627670397	singlet
0.321973550356053	singlet
0.223804679552391	singlet
0.326551373346897	singlet
0.202441505595117	singlet
0.404883011190234	doublet
0.359613428280773	singlet
0.271108850457782	singlet
0.423194303153611	doublet
0.298575788402848	singlet
0.415564598168871	doublet
0.287894201424212	singlet
0.350457782299084	singlet
0.305188199389624	singlet
0.261953204476094	singlet
0.385045778229908	singlet
0.267548321464903	singlet
0.418107833163784	doublet
0.314852492370295	singlet
0.252797558494405	singlet
0.333672431332655	singlet
0.312309257375382	singlet
0.291963377416073	singlet
0.34028484231943	singlet
0.279247202441506	singlet
0.255849440488301	singlet
0.312309257375382	singlet
0.279755849440488	singlet
0.301119023397762	singlet
0.316378433367243	singlet
0.364191251271617	singlet
0.265513733468973	singlet
0.293997965412004	singlet
0.333163784333672	singlet
0.123601220752798	singlet
0.27822990844354	singlet
0.350457782299084	singlet
0.340793489318413	singlet
0.154628687690743	singlet
0.130213631739573	singlet
0.276195320447609	singlet
0.430824008138352	doublet
0.35910478128179	singlet
0.447609359104781	doublet
0.299084435401831	singlet
0.353001017293998	singlet
0.393692777212614	singlet
0.200406917599186	singlet
0.284842319430315	singlet
0.313326551373347	singlet
0.335198372329603	singlet
0.400813835198372	doublet
0.285350966429298	singlet
0.307731434384537	singlet
0.293489318413021	singlet
0.390132248219736	singlet
0.287894201424212	singlet
0.316887080366226	singlet
0.22736520854527	singlet
0.309766022380468	singlet
0.139877924720244	singlet
0.305188199389624	singlet
0.368260427263479	singlet
0.34587995930824	singlet
0.305696846388606	singlet
0.296541200406918	singlet
0.318413021363174	singlet
0.423702950152594	doublet
0.388606307222787	singlet
0.248219735503561	singlet
0.337741607324517	singlet
0.284842319430315	singlet
0.324008138351984	singlet
0.30264496439471	singlet
0.282807731434385	singlet
0.311800610376399	singlet
0.331637843336724	singlet
0.342828077314344	singlet
0.326551373346897	singlet
0.132248219735504	singlet
0.324008138351984	singlet
0.401831129196338	doublet
0.368769074262462	singlet
0.274669379450661	singlet
0.335707019328586	singlet
0.419633774160732	doublet
0.106815869786368	singlet
0.17293997965412	singlet
0.32706002034588	singlet
0.310274669379451	singlet
0.343845371312309	singlet
0.306205493387589	singlet
0.303662258392675	singlet
0.170905391658189	singlet
0.317904374364191	singlet
0.304170905391658	singlet
0.255849440488301	singlet
0.374872838250254	singlet
0.359613428280773	singlet
0.316887080366226	singlet
0.396744659206511	singlet
0.134282807731434	singlet
0.397761953204476	singlet
0.273652085452696	singlet
0.312817904374364	singlet
0.312309257375382	singlet
0.440996948118006	doublet
0.305188199389624	singlet
0.390640895218718	singlet
0.296032553407935	singlet
0.320956256358087	singlet
0.153611393692777	singlet
0.224821973550356	singlet
0.347914547304171	singlet
0.276703967446592	singlet
0.282299084435402	singlet
0.281281790437436	singlet
0.235503560528993	singlet
0.262461851475076	singlet
0.326551373346897	singlet
0.291454730417091	singlet
0.200915564598169	singlet
0.314343845371312	singlet
0.430315361139369	doublet
0.314852492370295	singlet
0.324008138351984	singlet
0.305188199389624	singlet
0.417090539165819	doublet
0.403357070193286	doublet
0.395727365208545	singlet
0.211088504577823	singlet
0.325534079348932	singlet
0.203967446592065	singlet
0.374872838250254	singlet
0.273652085452696	singlet
0.344862665310275	singlet
0.350966429298067	singlet
0.235503560528993	singlet
0.447100712105799	doublet
0.420142421159715	doublet
0.321973550356053	singlet
0.314343845371312	singlet
0.231434384537131	singlet
0.182095625635809	singlet
0.297558494404883	singlet
0.342828077314344	singlet
0.446592065106816	doublet
0.320956256358087	singlet
0.245676500508647	singlet
0.380976602238047	singlet
0.324008138351984	singlet
0.395727365208545	singlet
0.309257375381485	singlet
0.408443540183113	doublet
0.284333672431333	singlet
0.386571719226857	singlet
0.325025432349949	singlet
0.283316378433367	singlet
0.232451678535097	singlet
0.33265513733469	singlet
0.338250254323499	singlet
0.301119023397762	singlet
0.31383519837233	singlet
0.422685656154629	doublet
0.276195320447609	singlet
0.297558494404883	singlet
0.401322482197355	doublet
0.362665310274669	singlet
0.114954221770092	singlet
0.19735503560529	singlet
0.306205493387589	singlet
0.399287894201424	singlet
0.312817904374364	singlet
0.268565615462869	singlet
0.2970498474059	singlet
0.211597151576806	singlet
0.310274669379451	singlet
0.269074262461851	singlet
0.35707019328586	singlet
0.401831129196338	doublet
0.346897253306205	singlet
0.326551373346897	singlet
0.250254323499491	singlet
0.290437436419125	singlet
0.325025432349949	singlet
0.291454730417091	singlet
0.355544252288912	singlet
0.241098677517803	singlet
0.45676500508647	doublet
0.291454730417091	singlet
0.35147507629705	singlet
0.276195320447609	singlet
0.300101729399797	singlet
0.327568667344863	singlet
0.433367243133266	doublet
0.262970498474059	singlet
0.187182095625636	singlet
0.211597151576806	singlet
0.179043743641913	singlet
0.171414038657172	singlet
0.344354018311292	singlet
0.268565615462869	singlet
0.315361139369278	singlet
0.150559511698881	singlet
0.417090539165819	doublet
0.313326551373347	singlet
0.27822990844354	singlet
0.306205493387589	singlet
0.416581892166836	doublet
0.283316378433367	singlet
0.309257375381485	singlet
0.32706002034588	singlet
0.365717192268566	singlet
0.432858596134283	doublet
0.429298067141404	doublet
0.419633774160732	doublet
0.284333672431333	singlet
0.266531027466938	singlet
0.289928789420142	singlet
0.298575788402848	singlet
0.395727365208545	singlet
0.31383519837233	singlet
0.331129196337742	singlet
0.306205493387589	singlet
0.306714140386572	singlet
0.363682604272635	singlet
0.421668362156663	doublet
0.322482197355036	singlet
0.369277721261445	singlet
0.375381485249237	singlet
0.391658189216684	singlet
0.400813835198372	doublet
0.291963377416073	singlet
0.290437436419125	singlet
0.328077314343845	singlet
0.248728382502543	singlet
0.338250254323499	singlet
0.406917599186165	doublet
0.198880976602238	singlet
0.170905391658189	singlet
0.376907426246185	singlet
0.362156663275687	singlet
0.330111902339776	singlet
0.303153611393693	singlet
0.310783316378433	singlet
0.292980671414039	singlet
0.279755849440488	singlet
0.310783316378433	singlet
0.163784333672431	singlet
0.258901322482197	singlet
0.335707019328586	singlet
0.191251271617497	singlet
0.256866734486267	singlet
0.329603255340793	singlet
0.367751780264496	singlet
0.305696846388606	singlet
0.442522889114954	doublet
0.30824008138352	singlet
0.301627670396745	singlet
0.335707019328586	singlet
0.414038657171923	doublet
0.285859613428281	singlet
0.398779247202442	singlet
0.357578840284842	singlet
0.266022380467955	singlet
0.354526958290946	singlet
0.420651068158698	doublet
0.409460834181078	doublet
0.144964394710071	singlet
0.385045778229908	singlet
0.115462868769074	singlet
0.325534079348932	singlet
0.362156663275687	singlet
0.299593082400814	singlet
0.322482197355036	singlet
0.331129196337742	singlet
0.390640895218718	singlet
0.334689725330621	singlet
0.32146490335707	singlet
0.401322482197355	doublet
0.310274669379451	singlet
0.322990844354018	singlet
0.41353001017294	doublet
0.303153611393693	singlet
0.302136317395727	singlet
0.301119023397762	singlet
0.180061037639878	singlet
0.255849440488301	singlet
0.307731434384537	singlet
0.316378433367243	singlet
0.438962360122075	doublet
0.451678535096643	doublet
0.136317395727365	singlet
0.19735503560529	singlet
0.368769074262462	singlet
0.366734486266531	singlet
0.328585961342828	singlet
0.343336724313327	singlet
0.391149542217701	singlet
0.328077314343845	singlet
0.222787385554425	singlet
0.327568667344863	singlet
0.27263479145473	singlet
0.280773143438454	singlet
0.34587995930824	singlet
0.447100712105799	doublet
0.1353001017294	singlet
0.433875890132248	doublet
0.295015259409969	singlet
0.337232960325534	singlet
0.247711088504578	singlet
0.377416073245168	singlet
0.252288911495422	singlet
0.290437436419125	singlet
0.318921668362157	singlet
0.335707019328586	singlet
0.311291963377416	singlet
0.435401831129196	doublet
0.25381485249237	singlet
0.334689725330621	singlet
0.27822990844354	singlet
0.189725330620549	singlet
0.256866734486267	singlet
0.355544252288912	singlet
0.274160732451679	singlet
0.268565615462869	singlet
0.380976602238047	singlet
0.442014242115972	doublet
0.320447609359105	singlet
0.286876907426246	singlet
0.335707019328586	singlet
0.333163784333672	singlet
0.213631739572737	singlet
0.127161749745677	singlet
0.419633774160732	doublet
0.285859613428281	singlet
0.131739572736521	singlet
0.310783316378433	singlet
0.329603255340793	singlet
0.322482197355036	singlet
0.303153611393693	singlet
0.444048830111902	doublet
0.22736520854527	singlet
0.385045778229908	singlet
0.236520854526958	singlet
0.218209562563581	singlet
0.322990844354018	singlet
0.306714140386572	singlet
0.447100712105799	doublet
0.304679552390641	singlet
0.30824008138352	singlet
0.299593082400814	singlet
0.297558494404883	singlet
0.415564598168871	doublet
0.288911495422177	singlet
0.420651068158698	doublet
0.318413021363174	singlet
0.169379450661241	singlet
0.194303153611394	singlet
0.450661241098678	doublet
0.180569684638861	singlet
0.284842319430315	singlet
0.310274669379451	singlet
0.304679552390641	singlet
0.326042726347915	singlet
0.414038657171923	doublet
0.153611393692777	singlet
0.417599186164802	doublet
0.279247202441506	singlet
0.325534079348932	singlet
0.318921668362157	singlet
0.290437436419125	singlet
0.161241098677518	singlet
0.32146490335707	singlet
0.307731434384537	singlet
0.271108850457782	singlet
0.150559511698881	singlet
0.271617497456765	singlet
0.182095625635809	singlet
0.171922685656155	singlet
0.314343845371312	singlet
0.28942014242116	singlet
0.269582909460834	singlet
0.155137334689725	singlet
0.314343845371312	singlet
0.101220752797558	singlet
0.299084435401831	singlet
0.170905391658189	singlet
0.135808748728383	singlet
0.229908443540183	singlet
0.19175991861648	singlet
0.373346897253306	singlet
0.152594099694812	singlet
0.274669379450661	singlet
0.273143438453713	singlet
0.313326551373347	singlet
0.284333672431333	singlet
0.310783316378433	singlet
0.321973550356053	singlet
0.388606307222787	singlet
0.367243133265514	singlet
0.451678535096643	doublet
0.317904374364191	singlet
0.395727365208545	singlet
0.195829094608342	singlet
0.313326551373347	singlet
0.162258392675483	singlet
0.299593082400814	singlet
0.30264496439471	singlet
0.212105798575788	singlet
0.309766022380468	singlet
0.131230925737538	singlet
0.363173957273652	singlet
0.33265513733469	singlet
0.189725330620549	singlet
0.422177009155646	doublet
0.128179043743642	singlet
0.108850457782299	singlet
0.341810783316378	singlet
0.303153611393693	singlet
0.236012207527976	singlet
0.132756866734486	singlet
0.335198372329603	singlet
0.220244150559512	singlet
0.337232960325534	singlet
0.327568667344863	singlet
0.192777212614446	singlet
0.344862665310275	singlet
0.365717192268566	singlet
0.301119023397762	singlet
0.385554425228891	singlet
0.295015259409969	singlet
0.418616480162767	doublet
0.331637843336724	singlet
0.218209562563581	singlet
0.295523906408952	singlet
0.28942014242116	singlet
0.12410986775178	singlet
0.194811800610376	singlet
0.211088504577823	singlet
0.317395727365209	singlet
0.315361139369278	singlet
0.446083418107833	doublet
0.328585961342828	singlet
0.343845371312309	singlet
0.287385554425229	singlet
0.206510681586979	singlet
0.342828077314344	singlet
0.446592065106816	doublet
0.317904374364191	singlet
0.225839267548321	singlet
0.337741607324517	singlet
0.164292980671414	singlet
0.365208545269583	singlet
0.213631739572737	singlet
0.368260427263479	singlet
0.296032553407935	singlet
0.307731434384537	singlet
0.125635808748728	singlet
0.356052899287894	singlet
0.276703967446592	singlet
0.31383519837233	singlet
0.367751780264496	singlet
0.127670396744659	singlet
0.203967446592065	singlet
0.293489318413021	singlet
0.166327568667345	singlet
0.320956256358087	singlet
0.310274669379451	singlet
0.11851475076297	singlet
0.148016276703967	singlet
0.346388606307223	singlet
0.175991861648016	singlet
0.156154628687691	singlet
0.398270600203459	singlet
0.170396744659207	singlet
0.246693794506612	singlet
0.153102746693795	singlet
0.198880976602238	singlet
0.0895218718209563	singlet
0.322990844354018	singlet
0.151576805696846	singlet
0.320956256358087	singlet
0.277721261444557	singlet
0.326551373346897	singlet
0.152085452695829	singlet
0.410986775178026	doublet
0.331129196337742	singlet
0.158697863682604	singlet
0.141912512716175	singlet
0.301627670396745	singlet
0.322990844354018	singlet
0.134282807731434	singlet
0.343845371312309	singlet
0.324008138351984	singlet
0.306714140386572	singlet
0.131739572736521	singlet
0.403357070193286	doublet
0.340793489318413	singlet
0.421668362156663	doublet
0.32146490335707	singlet
0.350457782299084	singlet
0.403357070193286	doublet
0.174465920651068	singlet
0.414547304170905	doublet
0.129196337741607	singlet
0.312817904374364	singlet
0.323499491353001	singlet
0.433875890132248	doublet
0.406917599186165	doublet
0.269074262461851	singlet
0.106815869786368	singlet
0.302136317395727	singlet
0.240081383519837	singlet
0.378433367243133	singlet
0.31586978636826	singlet
0.14852492370295	singlet
0.339267548321465	singlet
0.237029501525941	singlet
0.285350966429298	singlet
0.294506612410987	singlet
0.164292980671414	singlet
0.382502543234995	singlet
0.329094608341811	singlet
0.312817904374364	singlet
0.350966429298067	singlet
0.320447609359105	singlet
0.352492370295015	singlet
0.139369277721261	singlet
0.129196337741607	singlet
0.358596134282808	singlet
0.317904374364191	singlet
0.326042726347915	singlet
0.320956256358087	singlet
0.18616480162767	singlet
0.322990844354018	singlet
0.214649033570702	singlet
0.132248219735504	singlet
0.329603255340793	singlet
0.261953204476094	singlet
0.396744659206511	singlet
0.422177009155646	doublet
0.31383519837233	singlet
0.236012207527976	singlet
0.327568667344863	singlet
0.352492370295015	singlet
0.311291963377416	singlet
0.363173957273652	singlet
0.425228891149542	doublet
0.116988809766022	singlet
0.306205493387589	singlet
0.158189216683622	singlet
0.247711088504578	singlet
0.445066124109868	doublet
0.315361139369278	singlet
0.132248219735504	singlet
0.319430315361139	singlet
0.311291963377416	singlet
0.22736520854527	singlet
0.160223804679552	singlet
0.305188199389624	singlet
0.270091556459817	singlet
0.345371312309257	singlet
0.26500508646999	singlet
0.281790437436419	singlet
0.363682604272635	singlet
0.250762970498474	singlet
0.268565615462869	singlet
0.428280773143438	doublet
0.163784333672431	singlet
0.385554425228891	singlet
0.46998982706002	doublet
0.144964394710071	singlet
0.303153611393693	singlet
0.422685656154629	doublet
0.351983723296033	singlet
0.275178026449644	singlet
0.145981688708037	singlet
0.332146490335707	singlet
0.300101729399797	singlet
0.290946083418108	singlet
0.403357070193286	doublet
0.317395727365209	singlet
0.125635808748728	singlet
0.429806714140387	doublet
0.318921668362157	singlet
0.365717192268566	singlet
0.422177009155646	doublet
0.389623601220753	singlet
0.15971515768057	singlet
0.35147507629705	singlet
0.266022380467955	singlet
0.309257375381485	singlet
0.317395727365209	singlet
0.321973550356053	singlet
0.306714140386572	singlet
0.382502543234995	singlet
0.422177009155646	doublet
0.302136317395727	singlet
0.404374364191251	doublet
0.420651068158698	doublet
0.453204476093591	doublet
0.344862665310275	singlet
0.316378433367243	singlet
0.343336724313327	singlet
0.275178026449644	singlet
0.227873855544252	singlet
0.310274669379451	singlet
0.239064089521872	singlet
0.450661241098678	doublet
0.407426246185148	doublet
0.117497456765005	singlet
0.276703967446592	singlet
0.319938962360122	singlet
0.257375381485249	singlet
0.333672431332655	singlet
0.377416073245168	singlet
0.360122075279756	singlet
0.277721261444557	singlet
0.345371312309257	singlet
0.282807731434385	singlet
0.342319430315361	singlet
0.230417090539166	singlet
0.334181078331638	singlet
0.319938962360122	singlet
0.342828077314344	singlet
0.372838250254323	singlet
0.381993896236012	singlet
0.141403865717192	singlet
0.33265513733469	singlet
0.131739572736521	singlet
0.292472024415056	singlet
0.112919633774161	singlet
0.191251271617497	singlet
0.233977619532045	singlet
0.421159715157681	doublet
0.394201424211597	singlet
0.429298067141404	doublet
0.336724313326551	singlet
0.364191251271617	singlet
0.311291963377416	singlet
0.378433367243133	singlet
0.119532044760936	singlet
0.163784333672431	singlet
0.415055951169888	doublet
0.41353001017294	doublet
0.408443540183113	doublet
0.317395727365209	singlet
0.349440488301119	singlet
0.169888097660224	singlet
0.312817904374364	singlet
0.362156663275687	singlet
0.25381485249237	singlet
0.335707019328586	singlet
0.279247202441506	singlet
0.317904374364191	singlet
0.338250254323499	singlet
0.119023397761953	singlet
0.247711088504578	singlet
0.306205493387589	singlet
0.144964394710071	singlet
0.253306205493388	singlet
0.290437436419125	singlet
0.109867751780264	singlet
0.160223804679552	singlet
0.101220752797558	singlet
0.207527975584944	singlet
0.307222787385554	singlet
0.260935910478128	singlet
0.388606307222787	singlet
0.344862665310275	singlet
0.296032553407935	singlet
0.307222787385554	singlet
0.316378433367243	singlet
0.428789420142421	doublet
0.395218718209563	singlet
0.394201424211597	singlet
0.156154628687691	singlet
0.321973550356053	singlet
0.42675483214649	doublet
0.322482197355036	singlet
0.162767039674466	singlet
0.250254323499491	singlet
0.358087487283825	singlet
0.34587995930824	singlet
0.145981688708037	singlet
0.337232960325534	singlet
0.277212614445575	singlet
0.109867751780264	singlet
0.344354018311292	singlet
0.452695829094608	doublet
0.30824008138352	singlet
0.441505595116989	doublet
0.342828077314344	singlet
0.291454730417091	singlet
0.431841302136317	doublet
0.301627670396745	singlet
0.144964394710071	singlet
0.312309257375382	singlet
0.311800610376399	singlet
0.289928789420142	singlet
0.159206510681587	singlet
0.455747711088505	doublet
0.293489318413021	singlet
0.112919633774161	singlet
0.338250254323499	singlet
0.410986775178026	doublet
0.367243133265514	singlet
0.312817904374364	singlet
0.244659206510682	singlet
0.122583926754832	singlet
0.276195320447609	singlet
0.201424211597152	singlet
0.178026449643947	singlet
0.371820956256358	singlet
0.206002034587996	singlet
0.241098677517803	singlet
0.145473041709054	singlet
0.317904374364191	singlet
0.344862665310275	singlet
0.333672431332655	singlet
0.299084435401831	singlet
0.188199389623601	singlet
0.307731434384537	singlet
0.319938962360122	singlet
0.419633774160732	doublet
0.188199389623601	singlet
0.32706002034588	singlet
0.123092573753815	singlet
0.215157680569685	singlet
0.458799593082401	doublet
0.133774160732452	singlet
0.296032553407935	singlet
0.34587995930824	singlet
0.2293997965412	singlet
0.265513733468973	singlet
0.30824008138352	singlet
0.33265513733469	singlet
0.263987792472024	singlet
0.361139369277721	singlet
0.354018311291963	singlet
0.35147507629705	singlet
0.380467955239064	singlet
0.140386571719227	singlet
0.183112919633774	singlet
0.2029501525941	singlet
0.305696846388606	singlet
0.302136317395727	singlet
0.364191251271617	singlet
0.31586978636826	singlet
0.187182095625636	singlet
0.421159715157681	doublet
0.188708036622584	singlet
0.319430315361139	singlet
0.316378433367243	singlet
0.2293997965412	singlet
0.395218718209563	singlet
0.360122075279756	singlet
0.337232960325534	singlet
0.354526958290946	singlet
0.304170905391658	singlet
0.251271617497457	singlet
0.296032553407935	singlet
0.433875890132248	doublet
0.114445574771109	singlet
0.328077314343845	singlet
0.413021363173957	doublet
0.442014242115972	doublet
0.391658189216684	singlet
0.326551373346897	singlet
0.433875890132248	doublet
0.320956256358087	singlet
0.238046795523906	singlet
0.433875890132248	doublet
0.195320447609359	singlet
0.318413021363174	singlet
0.442014242115972	doublet
0.422177009155646	doublet
0.337741607324517	singlet
0.308748728382503	singlet
0.319430315361139	singlet
0.423194303153611	doublet
0.19175991861648	singlet
0.405900305188199	doublet
0.334689725330621	singlet
0.379450661241099	singlet
0.392675483214649	singlet
0.159206510681587	singlet
0.35147507629705	singlet
0.28382502543235	singlet
0.305696846388606	singlet
0.427263479145473	doublet
0.114445574771109	singlet
0.27263479145473	singlet
0.375381485249237	singlet
0.196337741607325	singlet
0.423702950152594	doublet
0.330620549338759	singlet
0.426246185147508	doublet
0.387589013224822	singlet
0.299084435401831	singlet
0.17853509664293	singlet
0.325534079348932	singlet
0.28382502543235	singlet
0.403357070193286	doublet
0.267548321464903	singlet
0.151068158697864	singlet
0.388097660223805	singlet
0.210071210579858	singlet
0.43794506612411	doublet
0.310783316378433	singlet
0.274160732451679	singlet
0.259918616480163	singlet
0.339267548321465	singlet
0.319430315361139	singlet
0.34587995930824	singlet
0.340793489318413	singlet
0.348931841302136	singlet
0.21057985757884	singlet
0.168362156663276	singlet
0.399796541200407	singlet
0.322482197355036	singlet
0.344862665310275	singlet
0.433875890132248	doublet
0.254832146490336	singlet
0.381485249237029	singlet
0.339776195320448	singlet
0.173957273652085	singlet
0.309257375381485	singlet
0.275686673448627	singlet
0.436927772126144	doublet
0.366225839267548	singlet
0.288911495422177	singlet
0.388606307222787	singlet
0.234486266531027	singlet
0.404883011190234	doublet
0.326042726347915	singlet
0.155645981688708	singlet
0.267039674465921	singlet
0.150559511698881	singlet
0.185147507629705	singlet
0.392675483214649	singlet
0.249237029501526	singlet
0.327568667344863	singlet
0.283316378433367	singlet
0.282807731434385	singlet
0.151576805696846	singlet
0.336724313326551	singlet
0.327568667344863	singlet
0.299084435401831	singlet
0.360630722278739	singlet
0.408443540183113	doublet
0.346388606307223	singlet
0.374872838250254	singlet
0.417090539165819	doublet
0.224313326551373	singlet
0.176500508646999	singlet
0.186673448626653	singlet
0.274669379450661	singlet
0.369786368260427	singlet
0.126144455747711	singlet
0.314852492370295	singlet
0.337741607324517	singlet
0.289928789420142	singlet
0.260427263479145	singlet
0.442014242115972	doublet
0.280264496439471	singlet
0.123092573753815	singlet
0.363173957273652	singlet
0.214649033570702	singlet
0.327568667344863	singlet
0.331129196337742	singlet
0.384028484231943	singlet
0.305188199389624	singlet
0.273652085452696	singlet
0.17293997965412	singlet
0.309766022380468	singlet
0.338250254323499	singlet
0.145473041709054	singlet
0.198372329603255	singlet
0.121057985757884	singlet
0.351983723296033	singlet
0.144964394710071	singlet
0.346388606307223	singlet
0.418616480162767	doublet
0.312309257375382	singlet
0.294506612410987	singlet
0.330111902339776	singlet
0.314343845371312	singlet
0.290946083418108	singlet
0.304170905391658	singlet
0.295015259409969	singlet
0.177009155645982	singlet
0.276195320447609	singlet
0.226347914547304	singlet
0.388097660223805	singlet
0.183112919633774	singlet
0.113936927772126	singlet
0.333163784333672	singlet
0.302136317395727	singlet
0.282807731434385	singlet
0.316378433367243	singlet
0.183621566632757	singlet
0.442522889114954	doublet
0.32146490335707	singlet
0.34587995930824	singlet
0.182604272634791	singlet
0.242624618514751	singlet
0.155137334689725	singlet
0.299593082400814	singlet
0.302136317395727	singlet
0.108850457782299	singlet
0.278738555442523	singlet
0.271108850457782	singlet
0.296541200406918	singlet
0.299593082400814	singlet
0.335707019328586	singlet
0.343845371312309	singlet
0.295523906408952	singlet
0.348423194303154	singlet
0.279755849440488	singlet
0.299593082400814	singlet
0.300101729399797	singlet
0.298575788402848	singlet
0.390640895218718	singlet
0.418616480162767	doublet
0.271617497456765	singlet
